M,N,K,BR_STRIDE,LDA,LDB,LDC,TRANS_A,TRANS_B,TIME_S,GFLOPS
63,59,1,16,63,1,63,0,0,0.928911,98.4973
63,59,16,16,63,16,63,0,0,0.986375,119.836
63,59,32,16,63,32,63,0,0,0.986532,108.461
63,59,64,16,63,64,63,0,0,0.987021,73.1455
63,59,128,16,63,128,63,0,0,1.00759,72.6042
64,59,1,16,64,1,64,0,0,0.703565,107.899
64,59,16,16,64,16,64,0,0,1.00408,124.288
64,59,32,16,64,32,64,0,0,1.01663,114.429
64,59,64,16,64,64,64,0,0,0.991912,85.4865
64,59,128,16,64,128,64,0,0,0.993026,83.8253
1,60,1,16,1,1,1,0,0,0.925636,13.8283
1,60,16,16,1,16,1,0,0,0.996022,16.3405
1,60,32,16,1,32,1,0,0,0.979432,14.4068
1,60,64,16,1,64,1,0,0,1.01589,8.2588
1,60,128,16,1,128,1,0,0,0.979321,7.75107
2,60,1,16,2,1,2,0,0,0.777048,25.7787
2,60,16,16,2,16,2,0,0,0.998604,32.382
2,60,32,16,2,32,2,0,0,1.06546,28.5647
2,60,64,16,2,64,2,0,0,0.922338,16.4562
2,60,128,16,2,128,2,0,0,1.01144,15.2654
3,60,1,16,3,1,3,0,0,0.747225,33.0271
3,60,16,16,3,16,3,0,0,1.00325,45.7407
3,60,32,16,3,32,3,0,0,0.99404,40.3457
3,60,64,16,3,64,3,0,0,0.990783,24.3244
3,60,128,16,3,128,3,0,0,0.952774,22.451
4,60,1,16,4,1,4,0,0,0.750173,55.8214
4,60,16,16,4,16,4,0,0,0.997439,64.9798
4,60,32,16,4,32,4,0,0,1.00236,56.3092
4,60,64,16,4,64,4,0,0,0.980132,32.7228
4,60,128,16,4,128,4,0,0,0.999428,29.813
5,60,1,16,5,1,5,0,0,0.856952,49.7888
5,60,16,16,5,16,5,0,0,1.00484,69.4785
5,60,32,16,5,32,5,0,0,1.05943,63.0351
5,60,64,16,5,64,5,0,0,1.01654,40.0924
5,60,128,16,5,128,5,0,0,1.009,36.3208
6,60,1,16,6,1,6,0,0,0.912803,54.0723
6,60,16,16,6,16,6,0,0,1.00796,82.6507
6,60,32,16,6,32,6,0,0,0.958428,74.5651
6,60,64,16,6,64,6,0,0,0.99497,47.7038
6,60,128,16,6,128,6,0,0,0.98623,43.5313
7,60,1,16,7,1,7,0,0,0.772079,54.2629
7,60,16,16,7,16,7,0,0,1.12533,84.6171
7,60,32,16,7,32,7,0,0,0.996057,80.6436
7,60,64,16,7,64,7,0,0,0.946951,53.934
7,60,128,16,7,128,7,0,0,1.01234,48.8548
8,60,1,16,8,1,8,0,0,0.699921,92.4014
8,60,16,16,8,16,8,0,0,1.00185,112.567
8,60,32,16,8,32,8,0,0,0.983268,96.8295
8,60,64,16,8,64,8,0,0,0.99497,62.1221
8,60,128,16,8,128,8,0,0,1.02219,56.0342
9,60,1,16,9,1,9,0,0,0.98787,69.9687
9,60,16,16,9,16,9,0,0,1.10377,90.1294
9,60,32,16,9,32,9,0,0,1.05077,88.3812
9,60,64,16,9,64,9,0,0,0.941561,65.6779
9,60,128,16,9,128,9,0,0,0.999277,57.5893
10,60,1,16,10,1,10,0,0,0.669253,74.0354
10,60,16,16,10,16,10,0,0,1.04528,99.4834
10,60,32,16,10,32,10,0,0,0.995744,97.6179
10,60,64,16,10,64,10,0,0,1.00655,72.9918
10,60,128,16,10,128,10,0,0,1.08123,63.2318
11,60,1,16,11,1,11,0,0,1.01339,66.6908
11,60,16,16,11,16,11,0,0,0.962154,94.6024
11,60,32,16,11,32,11,0,0,1.03824,95.4926
11,60,64,16,11,64,11,0,0,1.02519,78.13
11,60,128,16,11,128,11,0,0,1.02028,71.9191
12,60,1,16,12,1,12,0,0,0.839266,107.996
12,60,16,16,12,16,12,0,0,1.0034,121.119
12,60,32,16,12,32,12,0,0,1.02114,117.481
12,60,64,16,12,64,12,0,0,1.02561,86.0699
12,60,128,16,12,128,12,0,0,0.990877,79.6659
13,60,1,16,13,1,13,0,0,0.916801,81.659
13,60,16,16,13,16,13,0,0,1.04205,101.187
13,60,32,16,13,32,13,0,0,1.0485,100.897
13,60,64,16,13,64,13,0,0,1.01438,95.4166
13,60,128,16,13,128,13,0,0,1.02026,85.41
14,60,1,16,14,1,14,0,0,0.951573,94.1599
14,60,16,16,14,16,14,0,0,1.00489,108.808
14,60,32,16,14,32,14,0,0,1.00236,108.681
14,60,64,16,14,64,14,0,0,1.01121,102.201
14,60,128,16,14,128,14,0,0,0.997017,90.7043
15,60,1,16,15,1,15,0,0,0.886481,87.6159
15,60,16,16,15,16,15,0,0,1.02829,107.657
15,60,32,16,15,32,15,0,0,0.989766,107.437
15,60,64,16,15,64,15,0,0,1.04083,103.208
15,60,128,16,15,128,15,0,0,1.01003,91.6539
16,60,1,16,16,1,16,0,0,0.925364,109.131
16,60,16,16,16,16,16,0,0,1.00652,124.021
16,60,32,16,16,32,16,0,0,1.05231,122.581
16,60,64,16,16,64,16,0,0,1.00677,114.452
16,60,128,16,16,128,16,0,0,0.980769,100.564
17,60,1,16,17,1,17,0,0,0.92471,62.2971
17,60,16,16,17,16,17,0,0,0.997883,80.258
17,60,32,16,17,32,17,0,0,1.05599,79.4187
17,60,64,16,17,64,17,0,0,1.03831,68.3434
17,60,128,16,17,128,17,0,0,1.00471,56.9777
18,60,1,16,18,1,18,0,0,0.972834,75.4568
18,60,16,16,18,16,18,0,0,1.00285,85.5408
18,60,32,16,18,32,18,0,0,1.00831,84.3696
18,60,64,16,18,64,18,0,0,0.929309,71.9049
18,60,128,16,18,128,18,0,0,0.991758,60.207
19,60,1,16,19,1,19,0,0,0.888673,61.9622
19,60,16,16,19,16,19,0,0,0.861383,86.5949
19,60,32,16,19,32,19,0,0,1.00629,86.3563
19,60,64,16,19,64,19,0,0,1.05857,73.9692
19,60,128,16,19,128,19,0,0,1.01644,61.7561
20,60,1,16,20,1,20,0,0,0.818268,86.6477
20,60,16,16,20,16,20,0,0,1.00314,95.3891
20,60,32,16,20,32,20,0,0,1.02123,94.1571
20,60,64,16,20,64,20,0,0,0.96072,78.6891
20,60,128,16,20,128,20,0,0,1.02012,66.2557
21,60,1,16,21,1,21,0,0,0.932509,73.0745
21,60,16,16,21,16,21,0,0,1.00664,94.7673
21,60,32,16,21,32,21,0,0,1.00872,94.2803
21,60,64,16,21,64,21,0,0,1.01788,82.6432
21,60,128,16,21,128,21,0,0,1.0038,67.2804
22,60,1,16,22,1,22,0,0,0.898382,88.1475
22,60,16,16,22,16,22,0,0,0.992585,99.2777
22,60,32,16,22,32,22,0,0,1.00877,98.4929
22,60,64,16,22,64,22,0,0,1.00909,85.0131
22,60,128,16,22,128,22,0,0,0.99592,70.4613
23,60,1,16,23,1,23,0,0,0.965529,70.364
23,60,16,16,23,16,23,0,0,1.0127,95.9035
23,60,32,16,23,32,23,0,0,1.00401,95.5549
23,60,64,16,23,64,23,0,0,0.986917,85.5876
23,60,128,16,23,128,23,0,0,1.00994,71.7737
24,60,1,16,24,1,24,0,0,0.726787,95.0987
24,60,16,16,24,16,24,0,0,1.00452,110.996
24,60,32,16,24,32,24,0,0,1.03952,109.571
24,60,64,16,24,64,24,0,0,0.976762,86.7802
24,60,128,16,24,128,24,0,0,1.01388,75.8716
25,60,1,16,25,1,25,0,0,0.758799,87.2522
25,60,16,16,25,16,25,0,0,1.00695,108.698
25,60,32,16,25,32,25,0,0,1.01117,106.628
25,60,64,16,25,64,25,0,0,1.00398,90.6596
25,60,128,16,25,128,25,0,0,1.01316,78.198
26,60,1,16,26,1,26,0,0,0.789969,95.9932
26,60,16,16,26,16,26,0,0,0.873584,112.356
26,60,32,16,26,32,26,0,0,1.00584,110.834
26,60,64,16,26,64,26,0,0,0.993903,92.937
26,60,128,16,26,128,26,0,0,1.00852,80.8442
27,60,1,16,27,1,27,0,0,0.979296,87.6134
27,60,16,16,27,16,27,0,0,0.969207,111.563
27,60,32,16,27,32,27,0,0,1.04949,110.278
27,60,64,16,27,64,27,0,0,1.0347,92.536
27,60,128,16,27,128,27,0,0,1.02096,82.1187
28,60,1,16,28,1,28,0,0,0.758187,101.891
28,60,16,16,28,16,28,0,0,1.02588,123.681
28,60,32,16,28,32,28,0,0,1.00414,121.973
28,60,64,16,28,64,28,0,0,0.99562,91.979
28,60,128,16,28,128,28,0,0,1.0197,84.3882
29,60,1,16,29,1,29,0,0,0.842,98.5665
29,60,16,16,29,16,29,0,0,1.01493,112.115
29,60,32,16,29,32,29,0,0,1.00492,111.133
29,60,64,16,29,64,29,0,0,1.00493,94.7891
29,60,128,16,29,128,29,0,0,0.982558,85.7951
30,60,1,16,30,1,30,0,0,0.955533,106.371
30,60,16,16,30,16,30,0,0,1.0076,115.596
30,60,32,16,30,32,30,0,0,0.90534,115.213
30,60,64,16,30,64,30,0,0,0.963403,96.8089
30,60,128,16,30,128,30,0,0,1.02801,88.1498
31,60,1,16,31,1,31,0,0,0.976371,96.901
31,60,16,16,31,16,31,0,0,1.01845,115.026
31,60,32,16,31,32,31,0,0,0.941634,114.329
31,60,64,16,31,64,31,0,0,1.01948,95.6204
31,60,128,16,31,128,31,0,0,0.981135,88.6457
32,60,1,16,32,1,32,0,0,0.980688,107.388
32,60,16,16,32,16,32,0,0,1.00366,124.047
32,60,32,16,32,32,32,0,0,1.03997,123.125
32,60,64,16,32,64,32,0,0,1.05276,96.7917
32,60,128,16,32,128,32,0,0,1.01552,93.9521
33,60,1,16,33,1,33,0,0,0.759621,78.1944
33,60,16,16,33,16,33,0,0,1.02523,96.7829
33,60,32,16,33,32,33,0,0,1.00469,96.1546
33,60,64,16,33,64,33,0,0,1.00892,72.739
33,60,128,16,33,128,33,0,0,1.0292,67.8231
34,60,1,16,34,1,34,0,0,0.787117,85.0622
34,60,16,16,34,16,34,0,0,1.04571,99.8821
34,60,32,16,34,32,34,0,0,0.98082,99.1362
34,60,64,16,34,64,34,0,0,1.01238,73.7585
34,60,128,16,34,128,34,0,0,1.01449,69.5326
35,60,1,16,35,1,35,0,0,0.966967,77.9361
35,60,16,16,35,16,35,0,0,1.00317,100.207
35,60,32,16,35,32,35,0,0,0.944158,99.9837
35,60,64,16,35,64,35,0,0,1.02181,70.3491
35,60,128,16,35,128,35,0,0,1.01343,68.3085
36,60,1,16,36,1,36,0,0,0.753892,90.1782
36,60,16,16,36,16,36,0,0,1.00108,106.308
36,60,32,16,36,32,36,0,0,1.0362,105.345
36,60,64,16,36,64,36,0,0,1.00617,75.361
36,60,128,16,36,128,36,0,0,1.01806,72.443
37,60,1,16,37,1,37,0,0,0.965431,82.5207
37,60,16,16,37,16,37,0,0,0.920768,105.207
37,60,32,16,37,32,37,0,0,1.02157,104.025
37,60,64,16,37,64,37,0,0,1.01509,74.584
37,60,128,16,37,128,37,0,0,1.00946,70.901
38,60,1,16,38,1,38,0,0,0.785486,92.8851
38,60,16,16,38,16,38,0,0,1.00525,107.689
38,60,32,16,38,32,38,0,0,1.00072,107.264
38,60,64,16,38,64,38,0,0,1.02646,75.9741
38,60,128,16,38,128,38,0,0,0.998512,72.7461
39,60,1,16,39,1,39,0,0,0.783623,84.9387
39,60,16,16,39,16,39,0,0,0.909734,105.18
39,60,32,16,39,32,39,0,0,1.01528,104.717
39,60,64,16,39,64,39,0,0,1.0129,75.573
39,60,128,16,39,128,39,0,0,1.01975,72.8892
40,60,1,16,40,1,40,0,0,0.939175,98.1208
40,60,16,16,40,16,40,0,0,1.00351,115.79
40,60,32,16,40,32,40,0,0,1.03627,114.637
40,60,64,16,40,64,40,0,0,1.00912,78.2783
40,60,128,16,40,128,40,0,0,1.01728,76.1378
41,60,1,16,41,1,41,0,0,0.972638,93.8371
41,60,16,16,41,16,41,0,0,1.00707,113.526
41,60,32,16,41,32,41,0,0,0.992968,111.775
41,60,64,16,41,64,41,0,0,0.997572,78.5783
41,60,128,16,41,128,41,0,0,1.00769,75.7742
42,60,1,16,42,1,42,0,0,0.947226,103.191
42,60,16,16,42,16,42,0,0,1.00519,116.16
42,60,32,16,42,32,42,0,0,1.0116,114.025
42,60,64,16,42,64,42,0,0,1.00226,80.808
42,60,128,16,42,128,42,0,0,0.998838,77.9799
43,60,1,16,43,1,43,0,0,0.993577,93.6266
43,60,16,16,43,16,43,0,0,1.01947,114.835
43,60,32,16,43,32,43,0,0,0.957566,113.673
43,60,64,16,43,64,43,0,0,0.996987,80.3504
43,60,128,16,43,128,43,0,0,1.01103,78.0165
44,60,1,16,44,1,44,0,0,0.980544,105.493
44,60,16,16,44,16,44,0,0,1.00885,123.722
44,60,32,16,44,32,44,0,0,1.00876,121.351
44,60,64,16,44,64,44,0,0,1.00373,84.0852
44,60,128,16,44,128,44,0,0,1.01059,81.546
45,60,1,16,45,1,45,0,0,0.958257,103.044
45,60,16,16,45,16,45,0,0,1.00656,115.531
45,60,32,16,45,32,45,0,0,1.01436,113.155
45,60,64,16,45,64,45,0,0,0.996148,81.5328
45,60,128,16,45,128,45,0,0,0.996968,80.0681
46,60,1,16,46,1,46,0,0,0.987583,105.212
46,60,16,16,46,16,46,0,0,0.920318,117.998
46,60,32,16,46,32,46,0,0,0.981204,116.359
46,60,64,16,46,64,46,0,0,1.00802,83.2039
46,60,128,16,46,128,46,0,0,0.984234,82.0563
47,60,1,16,47,1,47,0,0,1.01721,98.5705
47,60,16,16,47,16,47,0,0,1.02125,117.164
47,60,32,16,47,32,47,0,0,1.0244,114.977
47,60,64,16,47,64,47,0,0,1.00449,83.9434
47,60,128,16,47,128,47,0,0,1.01086,81.1522
48,60,1,16,48,1,48,0,0,0.989555,111.203
48,60,16,16,48,16,48,0,0,1.00564,123.954
48,60,32,16,48,32,48,0,0,0.929438,122.646
48,60,64,16,48,64,48,0,0,1.00899,87.1185
48,60,128,16,48,128,48,0,0,0.998204,85.6784
49,60,1,16,49,1,49,0,0,0.967954,85.4458
49,60,16,16,49,16,49,0,0,1.04919,103.838
49,60,32,16,49,32,49,0,0,0.989523,101.879
49,60,64,16,49,64,49,0,0,1.00009,70.6879
49,60,128,16,49,128,49,0,0,0.99636,68.251
50,60,1,16,50,1,50,0,0,1.00493,93.1987
50,60,16,16,50,16,50,0,0,1.03188,106.386
50,60,32,16,50,32,50,0,0,1.00634,103.756
50,60,64,16,50,64,50,0,0,1.00257,70.9588
50,60,128,16,50,128,50,0,0,1.00607,69.1917
51,60,1,16,51,1,51,0,0,0.997326,82.9735
51,60,16,16,51,16,51,0,0,1.00551,106.024
51,60,32,16,51,32,51,0,0,0.997549,103.965
51,60,64,16,51,64,51,0,0,1.02821,69.4211
51,60,128,16,51,128,51,0,0,1.00935,67.5395
52,60,1,16,52,1,52,0,0,0.951696,92.9042
52,60,16,16,52,16,52,0,0,1.03458,111.014
52,60,32,16,52,32,52,0,0,0.997157,107.891
52,60,64,16,52,64,52,0,0,1.00481,75.458
52,60,128,16,52,128,52,0,0,1.01385,72.6042
53,60,1,16,53,1,53,0,0,0.982741,86.8902
53,60,16,16,53,16,53,0,0,1.00041,109.748
53,60,32,16,53,32,53,0,0,0.994583,106.659
53,60,64,16,53,64,53,0,0,1.01713,72.8787
53,60,128,16,53,128,53,0,0,0.988834,70.8937
54,60,1,16,54,1,54,0,0,1.0135,96.2817
54,60,16,16,54,16,54,0,0,1.00523,111.849
54,60,32,16,54,32,54,0,0,0.987599,107.001
54,60,64,16,54,64,54,0,0,0.978356,75.6703
54,60,128,16,54,128,54,0,0,1.00863,73.0901
55,60,1,16,55,1,55,0,0,0.921644,86.7422
55,60,16,16,55,16,55,0,0,1.04819,109.559
55,60,32,16,55,32,55,0,0,1.01182,104.8
55,60,64,16,55,64,55,0,0,1.00222,74.1777
55,60,128,16,55,128,55,0,0,1.00104,71.3757
56,60,1,16,56,1,56,0,0,0.976648,103.207
56,60,16,16,56,16,56,0,0,1.00308,117.871
56,60,32,16,56,32,56,0,0,1.0043,112.833
56,60,64,16,56,64,56,0,0,1.01691,78.2383
56,60,128,16,56,128,56,0,0,1.00789,76.8083
57,60,1,16,57,1,57,0,0,0.998149,96.738
57,60,16,16,57,16,57,0,0,1.04882,115.77
57,60,32,16,57,32,57,0,0,0.997976,110.076
57,60,64,16,57,64,57,0,0,0.996005,75.3014
57,60,128,16,57,128,57,0,0,1.0089,74.7973
58,60,1,16,58,1,58,0,0,0.996102,96.8598
58,60,16,16,58,16,58,0,0,1.00515,117.652
58,60,32,16,58,32,58,0,0,1.0161,111.878
58,60,64,16,58,64,58,0,0,1.00231,79.1627
58,60,128,16,58,128,58,0,0,1.009,76.1162
59,60,1,16,59,1,59,0,0,0.926357,94.6702
59,60,16,16,59,16,59,0,0,0.957275,116.335
59,60,32,16,59,32,59,0,0,1.01449,110.182
59,60,64,16,59,64,59,0,0,0.981814,77.5342
59,60,128,16,59,128,59,0,0,1.0194,74.3056
60,60,1,16,60,1,60,0,0,1.08093,109.781
60,60,16,16,60,16,60,0,0,1.00434,123.722
60,60,32,16,60,32,60,0,0,0.990386,117.774
60,60,64,16,60,64,60,0,0,1.01813,85.3917
60,60,128,16,60,128,60,0,0,1.01117,83.0488
61,60,1,16,61,1,61,0,0,0.990892,100.954
61,60,16,16,61,16,61,0,0,1.00466,117.401
61,60,32,16,61,32,61,0,0,0.984437,109.686
61,60,64,16,61,64,61,0,0,0.99002,78.4986
61,60,128,16,61,128,61,0,0,0.98694,76.3132
62,60,1,16,62,1,62,0,0,0.825611,102.681
62,60,16,16,62,16,62,0,0,1.04213,118.709
62,60,32,16,62,32,62,0,0,1.01154,113.016
62,60,64,16,62,64,62,0,0,0.994647,80.2722
62,60,128,16,62,128,62,0,0,1.00694,76.2959
63,60,1,16,63,1,63,0,0,1.02514,99.3633
63,60,16,16,63,16,63,0,0,0.928218,118.102
63,60,32,16,63,32,63,0,0,1.00392,105.967
63,60,64,16,63,64,63,0,0,1.00231,74.0306
63,60,128,16,63,128,63,0,0,1.01312,73.2177
64,60,1,16,64,1,64,0,0,0.9996,108.069
64,60,16,16,64,16,64,0,0,1.00379,123.867
64,60,32,16,64,32,64,0,0,1.01354,114.725
64,60,64,16,64,64,64,0,0,0.998552,86.4282
64,60,128,16,64,128,64,0,0,1.0026,83.8989
1,61,1,16,1,1,1,0,0,0.749809,13.8844
1,61,16,16,1,16,1,0,0,1.0001,16.5442
1,61,32,16,1,32,1,0,0,0.985092,14.6326
1,61,64,16,1,64,1,0,0,0.926289,8.24888
1,61,128,16,1,128,1,0,0,0.968163,7.72668
2,61,1,16,2,1,2,0,0,0.754549,25.3377
2,61,16,16,2,16,2,0,0,0.997798,33.0195
2,61,32,16,2,32,2,0,0,0.970654,28.9224
2,61,64,16,2,64,2,0,0,0.987748,16.3988
2,61,128,16,2,128,2,0,0,0.95409,15.2235
3,61,1,16,3,1,3,0,0,0.76466,32.2319
3,61,16,16,3,16,3,0,0,1.00038,46.4447
3,61,32,16,3,32,3,0,0,0.996068,40.9721
3,61,64,16,3,64,3,0,0,1.02135,24.181
3,61,128,16,3,128,3,0,0,0.977584,22.2428
4,61,1,16,4,1,4,0,0,0.765991,55.5798
4,61,16,16,4,16,4,0,0,0.997743,66.0462
4,61,32,16,4,32,4,0,0,0.975407,56.3486
4,61,64,16,4,64,4,0,0,0.990942,32.6213
4,61,128,16,4,128,4,0,0,0.996269,29.7409
5,61,1,16,5,1,5,0,0,0.766473,48.5091
5,61,16,16,5,16,5,0,0,1.00557,70.9917
5,61,32,16,5,32,5,0,0,0.997272,63.3736
5,61,64,16,5,64,5,0,0,1.00296,40.029
5,61,128,16,5,128,5,0,0,0.996579,36.6669
6,61,1,16,6,1,6,0,0,0.779428,54.6415
6,61,16,16,6,16,6,0,0,1.00099,84.4531
6,61,32,16,6,32,6,0,0,0.990036,74.7762
6,61,64,16,6,64,6,0,0,1.00365,47.7847
6,61,128,16,6,128,6,0,0,1.00047,43.4949
7,61,1,16,7,1,7,0,0,0.774281,54.9932
7,61,16,16,7,16,7,0,0,1.0917,85.9781
7,61,32,16,7,32,7,0,0,1.01316,80.9817
7,61,64,16,7,64,7,0,0,1.03162,54.543
7,61,128,16,7,128,7,0,0,1.01985,49.027
8,61,1,16,8,1,8,0,0,0.705056,90.1083
8,61,16,16,8,16,8,0,0,1.00182,114.668
8,61,32,16,8,32,8,0,0,0.799607,97.0787
8,61,64,16,8,64,8,0,0,0.993698,62.663
8,61,128,16,8,128,8,0,0,0.984909,56.1393
9,61,1,16,9,1,9,0,0,0.784101,69.8419
9,61,16,16,9,16,9,0,0,1.00665,90.3161
9,61,32,16,9,32,9,0,0,1.12049,88.6041
9,61,64,16,9,64,9,0,0,0.953585,66.7866
9,61,128,16,9,128,9,0,0,1.01054,60.6046
10,61,1,16,10,1,10,0,0,0.707174,73.6075
10,61,16,16,10,16,10,0,0,0.892992,99.6908
10,61,32,16,10,32,10,0,0,1.01438,98.329
10,61,64,16,10,64,10,0,0,1.01098,73.353
10,61,128,16,10,128,10,0,0,0.989087,67.094
11,61,1,16,11,1,11,0,0,0.769504,70.4995
11,61,16,16,11,16,11,0,0,0.971436,100.564
11,61,32,16,11,32,11,0,0,1.03753,100.466
11,61,64,16,11,64,11,0,0,0.996779,81.4961
11,61,128,16,11,128,11,0,0,1.00021,74.1803
12,61,1,16,12,1,12,0,0,0.669372,107.674
12,61,16,16,12,16,12,0,0,1.00593,121.162
12,61,32,16,12,32,12,0,0,1.08147,118.225
12,61,64,16,12,64,12,0,0,0.965682,86.7456
12,61,128,16,12,128,12,0,0,1.04823,80.0456
13,61,1,16,13,1,13,0,0,0.787967,78.0713
13,61,16,16,13,16,13,0,0,1.00239,96.3435
13,61,32,16,13,32,13,0,0,0.872896,95.8628
13,61,64,16,13,64,13,0,0,1.00694,91.6173
13,61,128,16,13,128,13,0,0,0.998767,82.7051
14,61,1,16,14,1,14,0,0,0.795962,87.652
14,61,16,16,14,16,14,0,0,1.00194,103.801
14,61,32,16,14,32,14,0,0,0.864951,103.429
14,61,64,16,14,64,14,0,0,1.0267,98.1353
14,61,128,16,14,128,14,0,0,1.03299,87.4881
15,61,1,16,15,1,15,0,0,0.748207,79.5882
15,61,16,16,15,16,15,0,0,1.1207,100.93
15,61,32,16,15,32,15,0,0,1.06751,100.261
15,61,64,16,15,64,15,0,0,0.983932,97.7286
15,61,128,16,15,128,15,0,0,1.00066,87.1505
16,61,1,16,16,1,16,0,0,0.763213,102.304
16,61,16,16,16,16,16,0,0,1.00171,119.01
16,61,32,16,16,32,16,0,0,0.964758,117.33
16,61,64,16,16,64,16,0,0,1.01985,109.902
16,61,128,16,16,128,16,0,0,0.991256,97.7469
17,61,1,16,17,1,17,0,0,0.745903,59.3178
17,61,16,16,17,16,17,0,0,0.994221,75.7036
17,61,32,16,17,32,17,0,0,0.975522,74.7267
17,61,64,16,17,64,17,0,0,1.0566,65.2773
17,61,128,16,17,128,17,0,0,1.01575,55.0981
18,61,1,16,18,1,18,0,0,0.788062,71.8076
18,61,16,16,18,16,18,0,0,0.995405,80.9707
18,61,32,16,18,32,18,0,0,0.895565,79.4585
18,61,64,16,18,64,18,0,0,1.00031,68.2586
18,61,128,16,18,128,18,0,0,0.993672,57.9697
19,61,1,16,19,1,19,0,0,0.775398,60.1042
19,61,16,16,19,16,19,0,0,1.00805,82.1867
19,61,32,16,19,32,19,0,0,1.00301,81.9321
19,61,64,16,19,64,19,0,0,1.01291,70.3786
19,61,128,16,19,128,19,0,0,1.01,59.8249
20,61,1,16,20,1,20,0,0,0.676483,78.6994
20,61,16,16,20,16,20,0,0,1.06309,90.1631
20,61,32,16,20,32,20,0,0,1.05253,88.6318
20,61,64,16,20,64,20,0,0,0.971277,74.2203
20,61,128,16,20,128,20,0,0,0.983687,64.0485
21,61,1,16,21,1,21,0,0,0.801114,69.3813
21,61,16,16,21,16,21,0,0,1.0032,89.5068
21,61,32,16,21,32,21,0,0,1.03797,89.1533
21,61,64,16,21,64,21,0,0,1.00961,77.8673
21,61,128,16,21,128,21,0,0,0.98561,65.5439
22,61,1,16,22,1,22,0,0,0.79131,80.8906
22,61,16,16,22,16,22,0,0,1.00327,94.4089
22,61,32,16,22,32,22,0,0,0.96035,93.4493
22,61,64,16,22,64,22,0,0,0.99689,80.3662
22,61,128,16,22,128,22,0,0,1.03743,68.2021
23,61,1,16,23,1,23,0,0,0.785691,68.2293
23,61,16,16,23,16,23,0,0,1.01488,90.8889
23,61,32,16,23,32,23,0,0,1.01007,90.3789
23,61,64,16,23,64,23,0,0,1.02324,80.9317
23,61,128,16,23,128,23,0,0,1.05648,68.7546
24,61,1,16,24,1,24,0,0,0.755444,91.8724
24,61,16,16,24,16,24,0,0,1.00132,104.94
24,61,32,16,24,32,24,0,0,1.00759,102.963
24,61,64,16,24,64,24,0,0,0.984335,84.1027
24,61,128,16,24,128,24,0,0,0.987746,73.3005
25,61,1,16,25,1,25,0,0,0.819233,81.6894
25,61,16,16,25,16,25,0,0,0.94898,102.793
25,61,32,16,25,32,25,0,0,0.940714,101.014
25,61,64,16,25,64,25,0,0,0.980543,86.2863
25,61,128,16,25,128,25,0,0,1.0083,75.6038
26,61,1,16,26,1,26,0,0,0.867255,90.6167
26,61,16,16,26,16,26,0,0,1.00491,106.44
26,61,32,16,26,32,26,0,0,1.03848,104.987
26,61,64,16,26,64,26,0,0,0.998222,88.822
26,61,128,16,26,128,26,0,0,0.994866,78.3509
27,61,1,16,27,1,27,0,0,0.901048,83.5598
27,61,16,16,27,16,27,0,0,0.997834,105.252
27,61,32,16,27,32,27,0,0,0.966291,104.174
27,61,64,16,27,64,27,0,0,1.02457,88.7273
27,61,128,16,27,128,27,0,0,1.03374,78.7351
28,61,1,16,28,1,28,0,0,0.947716,98.1638
28,61,16,16,28,16,28,0,0,1.00717,116.741
28,61,32,16,28,32,28,0,0,1.00739,114.66
28,61,64,16,28,64,28,0,0,1.02152,88.5286
28,61,128,16,28,128,28,0,0,1.02241,81.3177
29,61,1,16,29,1,29,0,0,0.880566,91.837
29,61,16,16,29,16,29,0,0,1.00518,106.32
29,61,32,16,29,32,29,0,0,0.939253,105.918
29,61,64,16,29,64,29,0,0,0.998117,91.0922
29,61,128,16,29,128,29,0,0,1.02357,83.1215
30,61,1,16,30,1,30,0,0,0.990232,99.9622
30,61,16,16,30,16,30,0,0,1.00548,110.551
30,61,32,16,30,32,30,0,0,0.944962,109.913
30,61,64,16,30,64,30,0,0,1.0249,93.8513
30,61,128,16,30,128,30,0,0,0.993212,85.1367
31,61,1,16,31,1,31,0,0,0.816023,92.2093
31,61,16,16,31,16,31,0,0,1.00209,107.202
31,61,32,16,31,32,31,0,0,1.0357,106.633
31,61,64,16,31,64,31,0,0,1.0292,90.8175
31,61,128,16,31,128,31,0,0,1.00546,83.2824
32,61,1,16,32,1,32,0,0,0.999218,97.4328
32,61,16,16,32,16,32,0,0,1.00897,116.762
32,61,32,16,32,32,32,0,0,1.01099,115.733
32,61,64,16,32,64,32,0,0,1.02255,92.3748
32,61,128,16,32,128,32,0,0,1.00685,89.5108
33,61,1,16,33,1,33,0,0,0.939852,72.7816
33,61,16,16,33,16,33,0,0,0.958911,90.7018
33,61,32,16,33,32,33,0,0,0.96831,86.888
33,61,64,16,33,64,33,0,0,0.969105,66.3122
33,61,128,16,33,128,33,0,0,0.974432,61.6004
34,61,1,16,34,1,34,0,0,1.0229,77.0843
34,61,16,16,34,16,34,0,0,1.01424,89.8043
34,61,32,16,34,32,34,0,0,0.991971,92.7488
34,61,64,16,34,64,34,0,0,0.977988,71.4232
34,61,128,16,34,128,34,0,0,0.990203,66.7973
35,61,1,16,35,1,35,0,0,0.975405,73.7291
35,61,16,16,35,16,35,0,0,1.04179,94.6344
35,61,32,16,35,32,35,0,0,1.02738,94.6266
35,61,64,16,35,64,35,0,0,0.9998,68.8978
